,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,most_voted_class,delta_purch_delivered,delta_est_delivered,delta_approve_purch,delta_review_date,delta_answer_date
723,0,56.99,14.57,1,1,220,16,52,51,999,2,5,2,7,23,0,0,1
724,0,109.89,11.22,1,2,752,24,7,33,694,1,1,0,8,17,0,0,2
725,0,59.9,17.67,1,1,459,9,33,58,340,2,1,1,13,28,0,0,1
727,0,159.99,57.79,1,1,787,17,8,56,621,1,1,0,38,24,0,-12,-7
728,0,84.9,14.32,1,1,431,9,41,52,573,1,4,2,3,17,0,0,3
729,0,148.0,12.54,1,1,752,24,54,35,617,3,4,2,12,19,0,0,3
730,0,107.9,16.52,1,1,640,17,59,59,1236,1,5,2,13,25,1,0,3
731,0,98.99,34.49,1,1,529,15,26,47,1249,1,5,2,22,24,0,0,1
732,0,49.9,13.37,1,1,442,24,33,57,366,2,4,2,19,21,1,0,3
733,0,12.5,5.29,1,4,846,24,26,43,1158,1,3,0,6,19,0,0,1
734,0,49.0,7.78,1,1,701,24,54,60,539,7,3,1,12,14,0,0,1
735,0,49.9,15.1,1,1,791,24,52,36,605,2,1,0,11,25,1,0,1
736,0,89.18,16.59,1,1,640,17,59,49,1226,1,3,0,27,30,0,0,3
737,0,44.99,15.1,1,1,618,9,11,56,678,3,5,2,7,21,1,0,49
739,0,49.95,11.85,1,1,630,24,12,38,213,2,5,2,18,24,0,0,1
740,0,28.99,14.29,1,1,45,17,26,56,915,5,5,2,27,20,0,-2,-2
741,0,47.9,12.69,1,1,127,24,12,59,515,1,5,2,10,19,0,0,1
742,0,24.97,15.22,1,2,490,24,49,35,1798,1,1,0,15,25,0,0,1
743,0,129.0,16.53,1,1,752,24,54,33,1076,3,5,2,12,22,0,0,3
744,0,12.9,15.1,1,1,82,9,12,43,93,1,5,2,18,27,0,0,3
745,0,77.68,7.86,1,7,75,24,12,60,184,2,1,0,4,20,0,0,2
747,0,28.99,7.78,1,1,521,24,42,63,937,2,5,2,6,17,0,0,1
748,0,100.0,16.46,1,1,675,22,7,55,89,1,3,2,9,27,0,0,3
750,0,49.9,9.78,1,3,750,16,33,57,366,2,5,2,17,33,0,0,17
751,0,79.99,33.92,1,1,801,9,46,58,1294,1,3,1,28,30,0,0,1
753,0,17.9,16.11,1,1,625,17,59,49,186,1,5,2,19,21,0,0,1
754,0,79.8,42.24,2,2,170,16,45,56,296,3,1,0,10,21,0,0,2
755,0,29.0,15.79,1,1,430,3,54,44,322,4,3,2,21,32,0,0,4
756,0,84.9,18.16,1,1,527,3,26,48,1700,2,5,2,10,25,0,0,5
757,0,79.9,19.8,1,1,77,24,10,48,594,1,3,0,9,20,0,0,1
758,0,45.0,16.11,1,1,352,9,37,54,336,2,5,1,10,21,1,0,13
761,0,52.9,16.13,1,2,410,24,41,41,230,1,1,0,15,21,0,0,1
763,0,148.9,23.91,1,1,376,9,12,60,744,2,5,2,25,36,2,0,1
764,0,199.9,82.49,1,1,640,17,46,42,2235,1,1,1,15,23,2,0,1
765,0,169.9,20.07,1,2,241,3,10,60,1290,1,4,2,34,32,1,0,2
766,0,22.9,11.85,1,1,752,24,12,48,120,1,5,2,13,19,0,0,5
767,0,236.9,25.97,1,1,301,24,15,48,260,1,5,2,16,23,0,-1,1
769,0,199.7,18.65,1,1,418,22,28,55,344,3,1,0,31,22,1,-7,-6
770,0,174.0,14.97,1,1,31,23,57,52,1885,1,2,1,18,23,0,0,1
771,0,99.0,52.7,1,1,640,17,45,52,749,4,5,2,10,30,0,0,1
772,0,38.0,5.19,1,3,162,24,27,52,82,3,5,2,3,15,0,0,1
773,0,58.2,8.11,1,1,82,9,10,45,1276,1,5,2,2,11,0,0,1
774,0,179.91,15.01,1,1,201,9,54,49,570,2,5,2,10,25,0,0,1
775,0,99.9,17.95,1,1,622,21,12,55,273,1,5,2,21,32,0,0,1
776,0,75.0,14.28,1,1,471,17,54,59,755,2,5,2,11,35,0,0,1
777,0,109.0,28.56,1,2,208,24,45,34,143,4,2,0,7,20,0,0,1
778,0,299.9,17.31,1,1,799,24,36,45,165,1,4,2,10,24,0,0,25
779,0,84.9,14.32,1,1,738,24,41,45,573,1,5,2,12,21,0,0,1
780,0,66.99,21.27,1,1,264,4,36,60,255,1,5,2,10,26,1,0,27
781,0,58.99,17.66,1,1,66,9,10,59,492,2,5,2,8,23,0,0,6
782,0,59.9,27.27,1,1,377,14,8,29,1465,4,4,2,18,26,0,0,1
783,0,59.9,13.44,1,1,299,24,33,56,348,2,5,2,8,22,0,0,1
784,0,45.9,11.85,1,1,595,24,26,39,772,1,5,2,12,15,1,0,3
785,0,113.0,43.16,1,1,819,9,26,57,574,4,5,2,8,23,0,0,4
786,0,219.9,18.79,1,1,57,5,54,42,782,1,5,2,7,30,0,-1,3
787,0,49.9,8.72,1,1,786,24,45,54,974,3,4,2,8,14,0,0,1
788,0,90.0,17.07,1,1,342,3,7,53,352,1,1,1,15,30,0,0,1
789,0,99.9,21.19,1,1,748,6,53,55,727,1,5,2,13,29,1,0,1
790,0,109.99,21.82,1,1,355,9,33,58,1893,1,5,2,7,19,0,0,1
791,0,79.9,7.81,1,1,752,24,8,55,1158,2,5,2,5,14,1,0,1
792,0,58.67,14.16,1,1,640,17,12,52,352,2,1,0,46,35,0,-9,-5
793,0,79.08,17.8,1,1,624,24,59,52,806,1,5,2,4,20,0,0,3
794,0,16.9,7.78,1,1,752,24,52,54,939,1,5,2,2,19,0,0,2
795,0,59.99,16.86,1,1,38,11,25,37,194,1,4,2,9,36,1,0,12
797,0,379.0,140.72,1,1,138,24,44,48,314,1,4,1,23,25,0,0,4
798,0,13.99,7.78,1,1,208,24,52,54,933,1,5,2,7,19,0,0,1
799,0,89.9,12.13,1,1,752,24,12,54,245,1,5,2,14,17,1,0,3
800,0,159.9,18.99,1,4,375,24,26,59,1313,2,2,0,6,20,0,0,4
801,0,156.0,8.84,1,1,670,24,10,53,3073,2,5,2,9,17,0,0,7
802,0,49.9,20.69,1,9,677,3,50,57,309,1,1,0,11,32,0,0,3
804,0,46.56,7.78,1,1,301,24,27,31,291,2,2,0,2,13,0,0,3
805,0,120.0,15.59,1,1,514,24,26,30,2299,1,5,2,12,21,0,0,1
806,0,129.99,13.46,1,1,752,24,10,56,1388,1,3,1,2,10,0,0,3
807,0,189.9,26.61,1,1,828,3,27,31,203,4,5,2,17,32,0,0,3
808,0,229.99,74.56,1,1,174,16,23,58,722,1,4,2,14,21,1,0,1
810,0,139.0,23.74,1,4,632,24,12,57,324,1,1,0,5,22,0,0,3
812,0,169.99,13.09,1,1,715,24,20,57,1620,1,5,2,4,17,0,0,1
813,0,143.8,16.71,1,1,752,24,7,53,621,1,5,2,7,13,0,0,3
814,0,79.9,19.53,1,1,528,24,45,54,532,1,1,0,19,27,1,0,5
815,0,119.8,59.09,2,2,677,3,33,59,341,2,5,2,17,37,5,0,31
816,0,69.9,15.24,1,1,640,17,7,29,1641,3,1,1,71,21,0,-48,-46
817,0,65.98,26.74,2,1,82,9,45,41,750,2,1,0,10,23,0,0,1
818,0,59.9,17.85,1,1,752,24,26,38,1043,2,3,2,11,32,0,0,4
819,0,56.99,12.74,1,1,740,24,12,49,500,1,5,2,18,24,1,0,1
820,0,56.7,45.3,3,1,82,9,36,55,665,1,1,1,17,21,0,0,3
821,0,179.99,26.88,1,1,819,9,33,33,2188,2,4,1,7,21,0,0,1
823,0,447.0,29.45,1,1,849,6,25,57,2212,4,1,1,14,25,0,0,3
824,0,89.7,63.45,3,1,401,13,45,59,325,3,1,0,35,31,0,-1,-1
825,0,199.0,16.14,1,1,523,21,54,41,1680,1,5,2,11,26,0,0,1
826,0,219.9,28.92,1,1,458,9,7,60,765,2,5,2,19,31,1,0,0
827,0,29.0,7.78,1,2,786,24,54,55,167,3,1,0,6,17,0,0,8
828,0,210.0,13.81,1,1,443,24,33,56,417,5,5,2,10,20,0,0,1
829,0,189.9,84.06,1,4,640,17,50,58,848,3,1,0,10,27,0,0,3
830,0,64.99,7.78,1,1,752,24,10,59,492,2,5,2,8,16,0,0,1
832,0,519.99,101.86,1,1,173,12,7,44,912,3,5,2,21,41,2,0,1
833,0,144.99,14.03,1,1,713,24,20,54,629,1,5,2,11,25,0,0,9
834,0,19.6,15.1,1,1,408,9,20,42,445,2,1,1,8,22,0,0,3
835,0,192.99,34.62,1,1,107,24,46,43,1128,1,1,0,65,38,0,-25,-23
836,0,39.99,11.85,1,1,732,24,59,59,1043,4,1,1,11,26,0,0,1
837,0,219.0,24.07,1,1,841,9,13,60,249,3,5,2,12,20,0,0,1
838,0,129.0,38.45,1,1,401,13,50,57,396,3,3,1,29,37,0,-1,3
839,0,179.99,46.44,1,2,752,24,33,33,2188,2,4,2,12,24,2,0,3
840,0,169.9,31.94,1,1,645,17,8,54,830,4,5,2,14,26,0,14,29
841,0,59.9,16.99,1,1,640,17,8,37,1452,5,3,0,25,24,0,0,3
842,0,108.99,21.21,1,1,677,3,26,54,795,1,4,0,26,33,0,0,1
843,0,59.9,17.67,1,1,458,9,33,57,366,2,5,2,15,30,2,0,3
844,0,89.0,17.53,1,1,361,24,59,46,417,1,5,2,5,19,0,0,1
845,0,40.0,14.6,1,4,640,17,27,32,434,1,4,2,6,19,0,0,3
846,0,99.0,12.4,1,1,622,21,26,29,347,1,3,1,3,14,0,0,1
847,0,104.0,19.61,1,1,595,24,26,47,740,1,5,2,7,13,0,0,1
848,0,55.65,15.14,1,1,740,24,7,20,551,1,1,0,33,25,3,-5,-3
849,0,49.9,7.78,1,1,752,24,27,50,411,5,5,2,5,24,0,0,1
850,0,49.0,7.78,1,1,492,24,27,59,93,7,5,1,6,18,0,-1,1
852,0,43.9,13.37,1,1,528,24,50,43,215,1,5,2,2,22,0,0,3
853,0,99.8,35.2,2,1,12,16,33,58,340,2,1,0,20,28,0,0,2
854,0,59.9,19.91,1,1,652,9,12,42,507,4,5,2,8,22,0,0,5
855,0,109.9,18.02,1,1,327,9,12,46,723,1,3,2,12,23,0,0,1
856,0,229.04,42.18,1,2,294,21,7,52,621,1,2,0,11,27,0,0,4
857,0,57.6,96.66,6,1,26,17,59,50,1081,1,1,0,10,18,2,0,1
858,0,109.0,13.78,1,1,528,24,59,45,245,1,5,2,14,19,0,0,7
859,0,148.0,25.88,1,1,83,9,12,56,162,5,5,2,6,28,0,0,4
860,0,109.9,11.97,1,1,711,24,8,32,1531,1,3,0,10,15,0,0,1
861,0,29.5,16.11,1,1,138,24,26,21,207,2,1,0,31,26,0,-3,-1
862,0,79.99,12.06,1,1,27,24,52,47,1816,2,5,2,6,20,0,0,4
863,0,85.0,20.08,1,1,640,17,59,54,851,1,5,2,7,16,0,0,1
864,0,160.55,31.87,1,1,437,6,7,49,560,1,4,2,17,25,2,2,6
865,0,85.8,35.94,2,1,408,9,48,58,1116,2,1,0,46,25,0,-19,-18
866,0,67.0,35.79,1,1,829,15,59,52,638,1,5,2,13,39,0,0,2
867,0,179.0,15.0,1,1,82,9,52,58,827,1,5,0,11,23,0,0,3
868,0,72.9,16.27,1,1,629,9,12,31,151,1,4,1,17,21,0,0,3
869,0,59.33,17.67,1,1,766,9,45,59,205,8,3,2,23,26,0,0,1
870,0,29.9,26.89,1,1,407,3,10,41,1655,1,5,2,15,28,0,0,2
872,0,53.9,28.78,1,1,169,14,33,57,366,2,5,2,16,28,0,0,1
873,0,105.9,12.84,1,4,711,24,45,49,844,3,2,0,9,25,0,0,8
874,0,1098.0,37.89,1,1,289,21,25,55,1737,4,4,1,1,19,0,0,3
875,0,21.9,11.85,1,1,32,24,12,51,121,1,3,1,6,21,0,0,3
876,0,52.9,17.0,1,1,157,17,12,53,723,1,1,0,51,36,2,-12,-12
877,0,99.0,17.94,1,1,193,6,12,55,312,1,1,1,10,20,0,0,2
878,0,69.9,11.99,1,1,583,24,12,54,123,2,5,2,10,23,0,0,1
879,0,29.45,16.79,1,3,89,22,19,55,2039,6,5,2,21,21,0,0,1
880,0,24.9,11.85,1,2,409,24,12,58,58,1,5,2,6,19,0,0,0
881,0,119.84,15.6,1,1,721,17,33,40,187,1,5,2,11,20,0,0,4
882,0,69.9,17.74,1,1,512,17,22,48,543,2,4,0,12,26,0,0,1
883,0,48.9,14.1,1,1,733,22,3,37,606,1,5,2,10,25,0,0,2
884,0,89.99,13.65,1,1,302,24,13,56,187,1,5,2,15,27,0,0,4
885,0,26.9,16.32,1,1,82,9,36,53,814,4,4,2,7,17,3,0,1
886,0,30.5,8.07,1,4,414,10,11,56,678,3,5,2,14,26,0,0,6
887,0,149.9,26.33,1,1,57,5,36,58,421,1,1,0,41,24,0,-16,-16
888,0,69.0,17.73,1,1,697,9,50,54,218,3,5,2,7,23,0,0,1
889,0,219.99,41.05,1,1,401,13,8,54,830,4,2,0,174,35,0,-137,-137
890,0,22.85,4.28,1,6,799,24,12,55,477,1,5,0,7,27,0,0,3
892,0,29.8,30.2,2,1,62,21,10,41,232,2,4,2,10,36,1,-1,4
893,0,49.0,7.78,1,2,225,24,54,60,539,7,5,2,1,16,0,0,1
894,0,120.0,26.46,1,1,724,9,33,58,1893,1,5,2,8,17,0,0,2
895,0,76.9,17.79,1,1,640,17,45,33,238,1,1,0,34,30,0,-2,-1
896,0,399.9,75.52,1,1,527,3,46,45,2220,1,5,2,18,29,1,4,7
897,0,899.0,147.56,1,1,640,17,26,60,1247,6,5,0,27,25,0,-1,1
898,0,35.06,15.1,1,1,281,17,33,23,45,1,5,2,6,21,0,0,1
899,0,47.9,16.11,1,1,427,9,52,58,605,3,5,2,17,22,0,0,3
900,0,59.9,7.78,1,1,752,24,27,40,508,3,4,2,2,22,0,0,4
901,0,129.9,23.78,1,1,677,3,12,60,146,2,5,2,64,35,0,-46,-43
902,0,18.99,14.1,1,1,640,17,10,47,1474,3,3,0,8,21,0,0,2
903,0,39.9,15.1,1,1,752,24,57,22,45,1,4,0,17,22,0,0,1
904,0,250.0,90.2,1,1,404,22,45,53,770,1,3,0,17,23,0,0,1
905,0,341.9,15.41,1,1,752,24,11,56,1327,2,1,0,9,33,0,16,22
906,0,19.9,13.47,1,1,752,24,24,46,331,1,1,1,17,24,0,0,1
907,0,150.0,21.54,1,1,154,21,26,44,3189,1,5,2,7,23,0,0,2
908,0,165.0,8.41,1,1,752,24,27,58,571,5,5,2,9,14,1,0,3
909,0,129.9,15.66,1,1,640,17,11,49,403,4,5,2,13,21,0,0,135
911,0,29.9,15.56,1,1,517,17,24,35,647,5,4,2,8,20,0,0,1
912,0,99.0,25.24,1,1,802,15,40,24,991,1,1,1,15,36,1,0,3
913,0,26.0,16.11,1,1,640,17,22,57,953,3,3,0,22,35,0,-14,-13
914,0,99.9,36.02,1,1,330,3,20,51,873,3,1,0,51,36,2,-12,-12
915,0,51.99,33.36,1,4,484,1,12,51,119,1,3,0,26,35,0,0,2
916,0,99.9,12.2,1,1,302,24,10,63,1565,1,1,1,9,19,0,0,1
917,0,49.0,14.1,1,1,640,17,54,49,578,6,2,0,43,21,0,-21,-20
918,0,79.0,30.86,1,1,752,24,59,50,364,1,5,2,7,20,0,0,14
919,0,199.9,22.62,1,2,392,21,12,60,298,1,5,2,14,24,0,0,1
920,0,69.0,20.8,1,1,689,21,45,31,224,3,1,1,16,27,0,0,5
921,0,84.26,14.68,1,1,752,24,12,54,229,1,1,0,7,17,1,0,1
922,0,36.75,15.1,1,1,640,17,22,59,356,3,5,2,25,45,0,0,1
923,0,1098.0,75.84,1,1,640,17,25,55,1737,4,4,0,20,32,0,0,1
924,0,34.9,15.1,1,1,33,6,11,27,531,4,5,2,10,23,1,0,1
926,0,360.0,52.2,2,1,263,9,12,46,162,5,5,2,7,21,0,0,7
927,0,34.9,14.1,1,1,225,24,27,55,395,5,5,2,6,24,0,0,2
928,0,91.0,19.88,1,1,752,24,40,45,3863,1,3,2,3,26,0,0,3
929,0,99.8,72.45,2,4,297,11,45,46,292,1,5,0,14,30,0,0,37
930,0,59.9,11.92,1,1,799,24,12,50,372,2,5,2,13,13,1,0,1
932,0,13.98,25.63,1,1,223,14,57,59,409,1,5,2,28,35,0,0,3
933,0,129.2,17.34,1,1,261,22,7,59,394,1,4,2,19,29,1,0,1
934,0,225.0,39.24,3,1,752,24,45,44,903,6,1,1,4,15,0,0,2
935,0,149.87,16.81,1,1,752,24,36,55,209,1,2,1,12,34,0,0,2
936,0,13.98,17.63,1,1,80,12,57,59,409,1,4,2,14,33,0,0,1
937,0,98.0,17.94,1,1,720,21,25,52,1076,1,5,2,10,32,1,0,9
938,0,15.9,15.79,1,1,220,16,36,20,1031,1,4,2,10,33,2,0,1
939,0,45.0,11.85,1,1,138,24,57,59,513,1,4,2,9,21,0,-1,0
941,0,155.55,13.53,1,1,103,24,54,35,514,2,5,2,8,15,1,0,3
943,0,127.9,16.66,1,1,622,21,31,50,472,2,5,2,13,20,0,0,1
945,0,599.64,127.2,4,1,640,17,36,42,503,1,4,0,7,16,0,0,6
946,0,59.9,17.67,1,1,187,21,33,58,340,2,5,2,27,33,0,0,1
947,0,12.26,6.0,1,2,307,24,26,38,1445,1,5,2,10,19,0,0,1
948,0,129.0,20.14,1,1,24,9,45,54,1916,2,5,2,17,25,0,0,1
949,0,81.25,15.32,1,2,327,9,54,56,555,1,3,2,15,28,0,0,1
950,0,21.65,15.11,1,1,512,17,59,9,380,2,1,0,29,22,2,-4,-1
951,0,210.9,13.82,1,1,740,24,54,36,617,2,5,2,10,21,0,0,1
952,0,27.3,15.1,1,1,286,21,27,54,1382,1,5,2,16,27,0,0,1
953,0,69.9,15.24,1,1,692,21,27,47,485,5,5,2,24,37,0,0,1
954,0,64.9,19.15,1,1,828,3,20,38,500,1,4,2,167,29,0,-139,-135
955,0,120.0,33.34,2,1,849,6,59,56,729,4,1,0,13,26,0,0,6
956,0,164.9,0.0,1,1,163,9,7,53,621,1,4,0,20,24,0,0,4
957,0,97.49,13.7,1,1,796,24,10,60,1623,1,5,2,6,25,0,0,3
958,0,24.9,15.1,1,1,590,24,27,49,459,5,4,1,9,20,0,0,7
959,0,23.48,20.74,1,2,82,9,36,55,665,1,1,1,16,21,0,0,1
960,0,219.99,37.05,1,1,176,24,46,48,1159,2,5,2,10,26,0,0,2
961,0,175.8,12.73,1,1,364,24,45,59,1862,2,5,2,7,19,0,0,1
962,0,81.9,17.82,1,1,424,21,10,47,225,1,3,2,17,31,0,0,4
963,0,99.9,17.95,1,1,82,9,11,56,670,1,1,1,8,23,0,0,5
964,0,149.9,21.54,1,1,578,21,12,58,2400,2,5,2,11,30,0,0,1
965,0,39.8,33.58,2,1,329,17,10,48,524,2,1,1,27,32,0,0,1
966,0,67.7,37.61,1,1,209,4,59,27,570,3,5,2,28,70,0,0,1
967,0,264.99,18.1,1,1,518,9,10,56,825,1,5,2,6,23,0,0,3
968,0,120.0,8.1,1,1,752,24,45,38,474,4,3,1,7,12,0,0,1
969,0,259.98,117.44,1,1,22,12,46,48,1746,1,5,2,16,43,0,0,1
970,0,59.9,15.18,1,1,752,24,8,37,1260,4,5,0,24,25,0,0,5
971,0,70.0,38.95,2,1,745,8,45,51,831,1,4,0,31,53,0,0,8
972,0,248.0,9.34,4,1,711,24,12,48,252,1,5,1,4,12,0,0,1
973,0,56.99,34.2,1,1,447,18,52,24,435,3,4,2,12,32,0,0,1
974,0,14.46,15.79,1,1,677,3,33,40,275,1,4,2,20,33,0,0,1
975,0,32.0,17.6,1,1,386,17,59,43,595,1,5,2,10,32,0,0,0
976,0,29.9,9.34,1,1,752,24,36,56,954,3,5,2,5,12,1,0,3
977,0,39.99,15.1,1,1,277,22,57,54,699,3,5,2,20,23,1,0,1
978,0,119.99,18.09,1,1,553,16,20,33,897,1,4,2,8,22,0,0,0
979,0,93.5,6.25,1,4,733,22,45,37,618,1,4,2,12,46,0,0,7
980,0,119.8,35.34,2,1,640,17,33,57,366,2,1,0,8,18,0,0,0
981,0,83.97,45.3,3,1,473,16,50,59,355,1,1,0,14,21,1,0,2
982,0,56.99,8.72,1,1,701,24,52,51,999,2,5,2,2,13,0,0,4
983,0,69.9,16.12,1,1,441,24,26,52,1197,1,5,2,13,21,0,0,3
984,0,127.0,21.38,1,1,372,9,26,46,3362,5,5,2,15,28,1,0,1
986,0,119.9,18.46,1,1,588,9,3,45,745,1,5,2,7,28,0,0,1
987,0,31.9,8.11,1,1,82,9,36,24,718,2,5,2,6,12,0,0,1
988,0,25.99,12.69,1,1,536,24,12,52,1059,1,5,2,6,19,0,0,5
989,0,49.0,15.1,1,1,440,16,36,50,413,3,1,1,4,21,0,0,1
990,0,64.9,12.79,1,1,472,24,26,44,243,1,5,2,31,21,0,-9,8
991,0,59.0,15.17,1,1,82,9,10,50,546,1,5,2,16,23,0,0,3
992,0,37.9,15.1,1,1,586,17,59,19,740,6,5,2,10,22,0,1,2
993,0,58.9,14.16,1,1,366,24,41,40,124,1,5,2,5,21,0,0,1
995,0,38.9,12.48,1,1,66,9,36,35,1101,1,2,2,13,33,1,0,1
996,0,109.4,21.4,1,1,640,17,43,48,809,1,5,2,7,19,0,0,14
997,0,117.7,15.7,1,1,715,24,52,29,190,1,5,2,7,19,0,0,2
998,0,112.0,21.58,1,1,280,7,33,34,511,4,4,2,9,30,0,0,1
999,0,119.4,17.15,1,1,446,17,20,59,599,2,4,2,7,21,0,0,1
1000,0,129.9,26.19,1,1,720,21,27,37,293,3,5,2,11,30,0,0,1
1002,0,249.9,26.06,1,1,701,24,15,47,406,1,5,2,3,27,0,0,3
1004,0,129.0,43.52,1,1,57,5,33,33,509,1,1,1,20,31,0,0,2
1005,0,34.9,17.6,1,2,740,24,12,46,701,1,5,2,14,33,0,0,3
1007,0,39.9,17.63,1,1,332,14,27,42,831,1,5,2,13,34,0,1,2
1008,0,143.0,38.55,1,1,640,17,52,40,659,2,5,2,11,26,0,0,3
1009,0,599.8,149.64,2,1,146,11,46,35,2245,1,1,0,18,28,0,0,1
1010,0,139.99,37.0,1,1,264,4,46,55,1292,1,3,0,37,30,3,0,1
1011,0,60.0,9.94,1,1,752,24,2,59,3798,6,5,2,4,11,0,0,1
1012,0,45.33,12.69,1,1,32,24,26,55,2656,1,5,2,15,16,1,0,1
1013,0,71.98,16.6,2,1,155,21,12,36,495,3,4,0,7,27,0,0,1
1014,0,84.99,35.91,1,1,391,18,10,49,1495,3,3,1,18,33,0,0,4
1015,0,11.99,15.79,1,1,845,6,54,45,1045,1,3,0,6,24,0,0,4
1016,0,329.9,41.64,1,1,753,17,48,33,332,1,4,0,17,22,0,-1,4
1017,0,23.99,11.85,1,2,752,24,12,55,606,1,5,2,9,21,0,0,1
1018,0,74.6,20.97,1,1,474,18,10,56,3818,1,5,2,13,28,0,0,2
1019,0,116.99,17.26,1,1,527,3,46,59,1296,1,5,2,21,45,1,0,4
1020,0,537.99,21.22,1,6,640,17,36,59,646,1,1,0,22,21,0,0,11
1021,0,46.9,17.6,1,1,367,21,36,58,955,3,4,2,12,28,1,0,12
1022,0,69.9,17.74,1,1,640,17,12,57,520,1,5,2,14,20,1,0,1
1023,0,59.9,13.44,1,1,590,24,45,59,438,1,5,2,15,24,1,0,6
1024,0,147.9,21.27,1,2,687,9,7,49,626,1,1,0,9,23,1,0,1
1025,0,144.41,17.45,1,1,811,9,36,47,956,1,1,0,23,30,0,3,6
1026,0,19.9,18.47,1,2,340,9,21,54,694,1,5,2,10,31,0,0,1
1027,0,9.56,11.85,1,1,436,24,5,36,272,1,5,2,7,21,0,0,3
1028,0,199.0,59.0,1,1,220,16,45,48,748,1,5,2,7,20,0,0,2
1029,0,23.99,15.1,1,1,510,17,10,48,575,1,5,2,13,31,0,0,5
1030,0,57.9,11.88,1,2,238,24,10,45,2231,3,1,0,23,17,0,-4,-3
1031,0,127.9,18.78,1,1,179,21,36,59,1095,1,5,2,27,24,1,0,1
1033,0,67.9,12.61,1,1,711,24,7,33,888,1,3,2,24,25,0,-7,-5
1034,0,49.9,19.59,1,2,416,3,33,58,340,2,1,0,35,32,0,-1,0
1036,0,209.99,61.39,1,1,677,3,46,45,1156,2,3,2,22,35,0,0,2
1037,0,209.99,20.96,1,1,542,22,20,54,940,1,5,2,21,25,0,0,1
1038,0,99.0,24.19,1,1,122,6,33,36,450,1,4,2,3,20,0,0,3
1039,0,10.99,14.1,1,1,637,17,50,54,1763,1,1,1,7,22,0,0,1
1040,0,19.9,15.1,1,1,186,22,16,49,100,4,1,0,11,24,0,0,1
1041,0,52.39,13.08,1,1,752,24,10,49,800,1,3,0,5,16,0,0,1
1042,0,69.9,16.25,1,1,752,24,26,49,403,2,3,0,5,37,0,0,1
1043,0,89.0,37.92,1,1,677,3,33,36,450,1,5,2,8,23,0,0,1
1045,0,59.99,16.18,1,1,752,24,12,55,166,1,1,0,31,20,0,-9,-7
1046,0,55.8,20.13,2,4,43,9,12,33,471,1,1,0,20,23,0,0,14
1048,0,109.0,16.52,1,1,809,21,25,46,573,1,3,1,11,25,0,0,2
1049,0,49.9,24.61,1,2,597,24,33,59,341,2,5,2,10,23,1,0,3
1050,0,99.9,14.43,1,1,479,24,10,49,819,3,5,2,9,24,0,0,3
1051,0,15.9,34.15,1,1,18,8,57,55,592,1,5,2,16,41,0,0,1
1052,0,59.0,7.39,1,1,752,24,27,53,553,5,4,2,4,12,0,-1,0
1053,0,116.6,34.18,1,1,578,21,46,41,154,1,4,2,14,29,0,0,1
1054,0,90.0,9.44,1,1,832,24,16,58,269,4,3,1,7,12,0,0,4
1055,0,99.9,11.79,1,1,752,24,12,55,273,1,3,2,5,12,0,-1,2
1056,0,64.9,20.18,1,1,302,24,12,41,172,1,5,2,11,19,0,0,3
1057,0,29.9,16.79,1,1,843,9,45,34,252,1,5,2,15,31,2,0,2
1058,0,118.9,15.59,1,1,356,24,41,59,320,1,5,2,4,21,0,0,2
1061,0,20.9,18.23,1,1,776,21,22,47,68,1,5,2,14,42,0,0,1
1062,0,24.5,11.85,1,1,670,24,16,56,237,3,1,1,17,19,0,0,1
1063,0,146.99,75.16,1,1,745,8,46,24,985,1,5,2,26,40,0,1,1
1065,0,240.99,9.88,1,1,207,24,54,44,663,1,5,2,7,14,0,0,1
1066,0,158.0,36.43,1,1,15,18,10,54,1689,2,5,2,24,34,1,0,1
1067,0,99.99,13.72,1,1,95,24,20,54,1012,1,5,2,7,19,0,0,3
1068,0,64.02,7.94,1,1,640,17,7,52,247,1,3,2,1,15,0,0,1
1069,0,599.9,18.95,1,1,57,5,57,50,679,3,5,2,7,25,0,0,9
1071,0,99.99,19.94,1,1,628,3,20,54,1018,1,5,2,12,31,0,0,1
1073,0,49.9,15.11,1,1,57,5,59,27,86,1,5,2,9,23,1,0,1
1074,0,246.62,24.05,1,1,302,24,57,50,1246,1,1,1,20,20,0,0,1
1075,0,887.0,30.66,1,1,80,12,8,60,1882,4,1,0,17,35,0,0,2
1076,0,130.0,14.64,1,1,260,16,8,53,704,3,5,2,9,15,0,8,11
1077,0,46.9,7.39,1,1,752,24,52,48,574,1,5,2,5,11,0,0,1
1078,0,69.9,16.93,1,1,663,22,37,51,523,1,1,1,10,25,0,0,1
1079,0,22.9,8.27,1,1,752,24,59,43,343,2,5,2,1,7,0,0,4
1080,0,65.0,16.21,1,1,833,9,24,47,893,3,5,2,17,23,2,0,3
1082,0,29.9,8.72,1,1,225,24,12,47,325,5,1,0,2,19,0,0,3
1083,0,75.0,16.16,1,1,360,24,45,44,903,6,4,2,13,23,0,0,3
1084,0,189.99,14.35,1,1,25,24,50,55,926,3,1,1,16,22,0,0,3
1085,0,22.9,15.1,1,2,640,17,53,50,365,3,5,2,7,22,0,1,2
1086,0,83.36,16.34,1,1,768,6,12,60,184,2,5,1,18,24,0,0,1
